Jogador;Equipa;Equipa dentro de um período de tempo seleccionado;Posição;Idade;Valor de mercado;Contrato termina;Partidas jogadas;Minutos jogados:;Golos;Golos esperados;Assistências;Assistências esperadas;Duelos/90;Duelos ganhos, %;Naturalidade;País de nacionalidade;Pé;Altura;Peso;Emprestado;Ações defensivas com êxito/90;Duelos defensivos/90;Duelos defensivos ganhos, %;Duelos aérios/90;Duelos aéreos ganhos, %;Cortes/90;Cortes de carrinho ajust. à posse;Remates intercetados/90;Interseções/90;Interceções ajust. à posse;Faltas/90;Cartões amarelos;Cartões amarelos/90;Cartões vermelhos;Cartões vermelhos/90;Acções atacantes com sucesso/90;Golos/90;Golos sem ser por penálti;Golos sem ser por penálti/90;Golos esperados/90;Golos de cabeça;Golos de cabeça/90;Remate;Remates/90;Remates à baliza, %;Golos marcados, %;Assistências/90;Cruzamentos/90;Cruzamentos certos, %;Cruzamentos do flanco esquerdo/90;Cruzamentos precisos do flanco esquerdo, %;Cruzamentos do flanco direito/90;Cruzamentos precisos do flanco direito, %;Cruzamentos para a área de baliza/90;Dribles/90;Dribles com sucesso, %;Duelos ofensivos/90;Duelos ofensivos ganhos, %;Toques na área/90;Corridas progressivas/90;Acelerações/90;Passes recebidos/90;Passes longos recebidos/90;Faltas sofridas/90;Passes/90;Passes certos, %;Passes para a frente/90;Passes para a frente certos, %;Passes para trás/90;Passes para trás certos, %;Passes laterais/90;Passes laterais certos, %;Passes curtos / médios /90;Passes curtos / médios precisos, %;Passes longos/90;Passes longos certos, %;Comprimento médio de passes, m;Comprimento médio de passes longos, m;Assistências esperadas/90;Assistências para remate/90;Segundas assistências/90;Terceiras assistências/90;Passes inteligentes/90;Passes inteligentes certos, %;Passes chave/90;Passes para terço final/90;Passes certos para terço final, %;Passes para a área de penálti/90;Passes precisos para a área de penálti, %;Passes em profundidade/90;Passes em profundidade certos, %;Receção de passes em profundidade/90;Cruzamentos em profundidade recebidos/90;Passes progressivos/90;Passes progressivos certos, %;Golos sofridos;Golos sofridos/90;Remates sofridos;Remates sofridos/90;Jogos sem sofrer golos;Defesas, %;Golos sofridos esperados ;Golos sofridos esperados/90;Golos expectáveis defendidos;Golos expectáveis defendidos por 90´;Passes para trás recebidos pelo guarda-redes/90;Saídas/90;Duelos aérios/90;Livres/90;Livres directos/90;Pontapés livres directos à baliza, %;Cantos/90;Penaltis marcados;Conversão de penaltis, %
Deyverson;Cuiabá;Cuiabá;CF;31;1500000;2022-12-31;19;986;4;3,1;0;1,7;24,71;45,12;Brazil;Brazil;esquerdo;187;81;sim;3,52;2,41;66,67;10,65;43,4;0,3;0,39;0,1;1,61;2,1;0,9;2;0,18;1;0,09;2,01;0,37;3;0,3;0,31;1;0,1;17;1,71;47,06;23,529;0;1,21;41,67;1;40;0,1;0;0,4;1,21;41,67;7,43;40,54;2,81;1;0,3;9,94;2,01;2,61;15,37;66,67;3,21;56,25;3,62;80,56;5,52;67,27;13,76;69,34;0,5;40;15,25;10,57;0,17;1,1;0;0;0,4;50;0,7;1,71;35,29;2,01;50;0,3;33,33;1,21;0,5;2,01;60;0;;0;;0;0;0;0;;;0;;;0;0;0;0;1;100
A. Martínez;Coritiba;Coritiba;CF;30;400000;2022-12-31;20;985;4;3,75;0;0,31;22,57;25,1;Argentina;Argentina;esquerdo;177;80;sim;2,83;2,92;53,13;7,22;17,72;0,37;0,47;0,09;0,91;1,18;1,55;6;0,55;0;0;1,46;0,37;4;0,37;0,34;0;0;23;2,1;43,48;17,391;0;0,46;40;0,37;25;0,09;100;0,18;1,01;36,36;7,4;23,46;4,57;0,55;0,27;7,86;1,55;0,73;13,25;76,55;3,11;61,76;3,56;89,74;3,47;84,21;12,06;78,03;0,73;75;13,37;7,19;0,03;0,46;0,09;0;0,09;0;0,27;1,1;58,33;0,91;80;0,18;0;0,73;0,18;1,64;83,33;0;;0;;0;0;0;0;;;0;;;0;0;0;0;0;0
Gabriel Grando;Grêmio;Grêmio;GK;22;4000000;2025-12-31;10;982;0;0;0;0;0,55;66,67;Brazil;Brazil;direito;192;74;sim;0,92;0,09;0;0,37;100;0;0;0;0,92;1,22;0;1;0,09;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5,96;0;0;11,18;81,15;7,33;73,75;0;0;3,39;97,3;6,05;92,42;5,13;67,86;34,62;49,87;0;0;0;0;0;0;0;1,37;46,67;0;0;0,09;0;0;0;4,4;75;19;1,74;47;4,31;1;59,57;13,79;1,26;-5,21;-0,477;0;1,74;0,37;;;;0;0;0
Renan;;Red Bull Bragantino;LCB, LB;20;0;;12;980;0;0,48;0;0;16,99;56,76;Brazil;Brazil;esquerdo;184;69;sim;11,48;9;57,14;3,86;59,52;0,64;0,8;0,46;5,69;7,07;1,56;2;0,18;0;0;0,73;0;0;0;0,04;0;0;4;0,37;25;0;0;0;0;0;0;0;0;0;1,1;58,33;2,48;55,56;0,64;1,01;0,28;25,62;0,46;0,73;36,83;84,29;16,53;71,11;1,93;95,24;14,69;96,25;31,22;89,41;5,6;55,74;21,6;32,2;0;0;0;0;0;0;0;4,87;69,81;0,18;0;0,18;0;0,09;0;8,54;63,44;0;;0;;0;0;0;0;;;1,47;;;0;0;0;0;0;0
L. Mugni;Bahia;Bahia;LCMF, LDMF;30;300000;2022-12-31;12;980;0;0,74;1;0,33;24,43;49,25;Argentina;Argentina, Italy;esquerdo;181;76;sim;10,38;12,49;56,62;2,11;43,48;0,37;0,43;0,18;2,94;3,48;2,02;5;0,46;0;0;1,93;0;0;0;0,07;0;0;7;0,64;14,29;0;0,09;1,84;20;1,56;23,53;0,28;0;0,18;2,57;53,57;6,7;41,1;1,19;1,01;0,55;19,19;0,46;0,64;31,5;78,72;10,01;73,39;3,67;90;10,74;84,62;27,64;84,72;2,02;50;17,32;26,9;0,03;0,83;0;0;0,18;50;0,28;4,13;77,78;1,38;60;0,18;50;0,64;0,28;5,05;74,55;0;;0;;0;0;0;0;;;0,28;;;0;0;0;0,73;0;0
Gabriel Veron;Porto;Porto;LAMF, CF, LW;20;12000000;2027-06-30;21;974;2;1,92;4;2,08;21,53;41,2;Brazil;Brazil;direito;174;72;sim;5,82;6,56;52,11;2,22;41,67;0,28;0,44;0;2,13;3,37;1,39;2;0,18;1;0,09;3,42;0,18;2;0,18;0,18;0;0;14;1,29;64,29;14,286;0,37;1,2;30,77;0,92;40;0,28;0;0,18;4,53;42,86;9,43;38,24;2,96;1,94;1,85;14,32;2,03;1,02;20,7;80,36;4,44;75;5,91;89,06;5,73;72,58;18,76;84,24;0,83;55,56;14,83;9,29;0,19;1,66;0,09;0;0,55;50;1,02;1,02;90,91;2,22;58,33;0,83;55,56;1,39;0,37;3,14;79,41;0;;0;;0;0;0;0;;;0,09;;;0;0;0;0,09;0;0
V. Lopes;RWD Molenbeek;RWD Molenbeek;RW, RWF, RAMF;23;900000;2025-12-31;16;972;2;1,64;0;0,47;25,19;40,07;Brazil;Brazil;direito;180;75;sim;7,04;6,39;50,72;4,17;33,33;0,65;0,83;0,09;3,15;4,05;1,76;3;0,28;0;0;2,59;0,19;2;0,19;0,15;0;0;14;1,3;35,71;14,286;0;1,2;15,38;0;0;1,2;15,38;0,19;3,8;48,78;10,19;39,09;2,31;1,11;0,65;11,67;1,39;2,31;16,2;80,57;4,63;80;3,89;92,86;4,17;80;14,63;87,97;0,37;0;16,52;10,08;0,04;0,56;0;0;0,09;100;0,19;1,85;85;0,83;55,56;0,09;0;0,65;0,19;2,13;78,26;0;;0;;0;0;0;0;;;0,09;;;0;0;0;0;0;0
Otávio;Atlético Mineiro;Atlético Mineiro;RDMF, LDMF, RCMF;28;6000000;2026-06-30;19;967;0;0,04;0;0,01;13,59;52,74;Brazil;Brazil;direito;176;73;sim;8;8,19;59,09;1,58;64,71;0,19;0,26;0,19;2,98;4,16;1,77;1;0,09;0;0;0,09;0;0;0;0;0;0;3;0,28;33,33;0;0;0,37;0;0,19;0;0,19;0;0;0,19;0;1,77;26,32;0,19;0,19;0,37;41,42;0,19;0,28;54,35;91,95;15,17;82,82;6,61;98,59;25,13;95,93;50,91;94,15;3,16;64,71;18,26;23,07;0;0,19;0,09;0;0,19;0;0;7,72;79,52;0,37;25;0,37;0;0,09;0;5,77;83,87;0;;0;;0;0;0;0;;;1,21;;;0;0;0;0;0;0
Vitor Roque;Athletico Paranaense;Athletico Paranaense;CF;17;7000000;2027-05-31;21;966;4;3,69;0;0,37;28,96;31,42;Brazil;Brazil;esquerdo;172;76;sim;3,42;5,09;44,23;6,07;19,35;0,29;0,38;0;0,88;1,13;1,86;6;0,56;0;0;3,52;0,37;4;0,39;0,36;0;0;25;2,45;56;16;0;0,39;25;0;0;0,39;25;0,1;4,3;47,73;12,82;35,88;2,93;1,08;0,49;6,07;1,27;3,23;8,61;73,86;1,76;55,56;2,54;96,15;2,25;69,57;8,02;78,05;0,2;0;13,72;2,35;0,04;0,68;0;0;0,29;0;0,2;0,68;28,57;0,68;28,57;0,29;0;0,39;0,1;0,98;80;0;;0;;0;0;0;0;;;0;;;0;0;0;0;0;0
Matheus Ribeiro;Vasco da Gama;Vasco da Gama;RB;29;400000;2023-04-30;11;960;1;0,19;0;0,16;11,28;59,63;Brazil;Brazil, Italy;direito;176;72;sim;7,97;6,1;71,19;0,72;42,86;0;0;0,31;3,62;4,02;1,14;2;0,19;0;0;2,17;0,09;0;0;0,02;0;0;7;0,72;28,57;0;0;2,17;33,33;0,1;100;2,07;30;0,21;1,76;64,71;2,79;55,56;0,52;1,34;0,93;29,07;1,24;0,31;36,93;77,31;17,17;72,89;4,97;81,25;9,31;80;30,21;83,9;4,66;53,33;16,97;33,95;0,02;0,41;0,1;0;0,41;25;0,21;5,38;75;2,79;33,33;0,52;20;0,21;0,72;11,28;76,15;0;;0;;0;0;0;0;;;0,52;;;0,72;0;0;0,21;0;0
Ó. Ruiz;Juventude;Juventude;LW, CF, AMF;31;500000;2022-12-31;20;959;3;2,58;0;1;17,64;35,11;Paraguay;Paraguay;esquerdo;170;70;sim;3,94;2,91;58,06;4,69;34;0,19;0,25;0;2,06;2,7;0,28;1;0,09;0;0;2,16;0,28;3;0,28;0,24;2;0,19;17;1,6;35,29;17,647;0;1,69;11,11;1,5;12,5;0,19;0;0;3,1;45,45;7,98;25,88;2,06;1,5;0,94;14,92;2,63;1,13;19,14;72,06;4,88;63,46;3,85;90,24;6,1;69,23;16,24;79,19;1,22;61,54;17,24;16,07;0,09;0,94;0;0;0,19;0;0,19;1,5;62,5;1,78;31,58;0,19;0;0,28;0,19;2,35;68;0;;0;;0;0;0;0;;;0;;;0,38;0;0;0,75;0;0
Lucas Sasha;Fortaleza;Fortaleza;RCMF, LCMF, RDMF;32;900000;2024-06-30;12;941;1;0,75;0;0,03;19,61;57,56;Brazil;Brazil, Italy;direito;177;67;sim;12,62;10,52;69,09;3,54;51,35;0,57;0,71;0,19;4,78;5,88;1,05;2;0,19;0;0;0,86;0,1;1;0,1;0,07;0;0;8;0,77;62,5;12,5;0;0,77;12,5;0,29;33,33;0,48;0;0,1;0,38;75;3,06;43,75;0,86;0,77;0;21,14;0,1;1,05;33,38;85,1;13,58;77,46;4,78;90;10,43;92,66;29,84;89,42;2,77;58,62;17,28;21,71;0;0,19;0;0,1;0,1;0;0;6,79;83,1;0,48;20;0,19;50;0,19;0,19;5,07;71,7;0;;0;;0;0;0;0;;;0,1;;;0;0;0;0;0;0
G. De Los Santos;Coritiba;Coritiba;RCB, RB;31;400000;2022-12-31;12;932;0;0,5;1;0,02;12,55;64,62;Uruguay;Uruguay;direito;180;75;sim;11,01;5,12;71,7;4,35;55,56;0,39;0,44;0,68;6,95;7,94;0,39;2;0,19;0;0;0,48;0;0;0;0,05;0;0;5;0,48;60;0;0,1;0,39;0;0;0;0,39;0;0,1;0,19;100;1,35;64,29;0,48;0,19;0;21,24;0,68;0,48;33,99;83,24;15,74;72,39;1,83;94,74;14,29;92,57;26,07;89,63;7,53;65,38;21,43;35,68;0;0,1;0;0;0,1;0;0;5,21;62,96;0,77;50;0,1;100;0,68;0;7,92;69,51;0;;0;;0;0;0;0;;;0,97;;;0;0;0;0;0;0
Élton;CSA;CSA;CF;37;250000;2022-12-31;22;932;4;4,67;0;0,57;28,1;37,46;Brazil;Brazil;esquerdo;185;84;sim;3,86;3,19;48,48;9,27;45,83;0,48;0,65;0;1,83;2,46;2,12;2;0,19;0;0;1,16;0,39;0;0;0,45;0;0;19;1,83;36,84;21,053;0;0,68;0;0,39;0;0,29;0;0,19;1,45;33,33;8,5;30,68;3,38;0,39;0,19;13,52;1,35;1,35;22,4;78,45;3,86;65;5,7;94,92;6,18;75;20,95;82,95;0,87;22,22;14,78;8,19;0,05;0,68;0;0;0,1;0;0,19;1,64;64,71;1,26;30,77;0,39;0;0,58;0;1,35;57,14;0;;0;;0;0;0;0;;;0;;;0;0;0;0;4;100
Ronald;Estrela Amadora;Estrela Amadora;LAMF, LW, RW;21;0;2023-06-30;15;931;0;0,94;0;0,57;23,88;45,75;Brazil;Brazil;direito;177;65;sim;7,25;8,7;53,33;1,45;40;0,39;0,5;0,1;2,22;2,89;1,64;3;0,29;0;0;3,29;0;0;0;0,09;0;0;14;1,35;14,29;0;0;1,06;36,36;0,39;50;0,68;28,57;0,1;4,25;54,55;10,34;42,06;2,03;2,51;1,93;12,08;1,16;2,42;18,46;82,72;5,22;74,07;4,06;88,1;5,12;84,91;16,82;86,21;0,58;66,67;15,03;10,41;0,06;0,68;0;0;0,68;57,14;0,19;1,45;66,67;1,45;60;0,68;57,14;0,77;0,39;2,71;82,14;0;;0;;0;0;0;0;;;0;;;0;0;0;0;0;0
Ruan;Sassuolo;Sassuolo;RCB;23;5000000;2026-06-30;11;928;0;0,4;0;0;19,3;60,3;Brazil;Brazil;direito;187;74;sim;9,02;8,05;67,47;5,53;63,16;0,68;0,89;0,19;2,91;3,81;1,26;3;0,29;0;0;0,39;0;0;0;0,04;0;0;2;0,19;50;0;0;0;0;0;0;0;0;0;0,78;37,5;2,81;44,83;0,58;0,78;0,29;24,34;0,48;1,07;37,53;86,3;16;75,15;1,36;92,86;16,68;98,26;30,84;92,77;6,69;56,52;21,78;32,63;0;0;0;0;0;0;0,1;3,59;64,86;0,48;40;0,68;28,57;0,29;0;7,66;65,82;0;;0;;0;0;0;0;;;0,87;;;0;0;0;0;0;0
Joílson;Grêmio Novorizontino;Grêmio Novorizontino;RCB, CB;31;250000;2022-11-07;10;927;0;0,2;0;0;11,18;50,96;Brazil;Brazil;direito;190;78;sim;6,77;2,9;62,96;5,7;45,28;0;0;0,97;4,95;5,33;0,65;0;0;0;0;0,22;0;0;0;0,02;0;0;2;0,22;50;0;0;0,11;100;0;0;0,11;100;0;0;0;0,65;33,33;0,32;0;0;16,13;0,22;0,22;26,02;89,67;10,22;81,05;1,51;92,86;13,12;95,9;20,54;93,72;5,38;74;22,62;37,68;0;0;0;0;0;0;0;0,97;55,56;0,32;33,33;0,11;0;0;0,11;5,59;71,15;0;;0;;0;0;0;0;;;1,29;;;0;0;0;0;0;0
Elvis;Ponte Preta;Ponte Preta;AMF, RCMF, LCMF;31;850000;2023-11-30;13;922;4;2,81;2;1,93;14,25;39,04;Brazil;Brazil;direito;175;73;sim;3,03;4,69;39,58;1,37;42,86;0;0;0;1,17;1,49;1,46;4;0,39;0;0;2,54;0,39;1;0,1;0,27;0;0;11;1,07;45,45;36,364;0,2;1,85;57,89;0,49;80;1,37;50;0,29;1,27;53,85;6,05;38,71;0,2;0,88;0,1;30,07;1,07;1,37;43,44;82,02;15,72;73,91;4,88;92;17,57;90;33,48;88,63;8,3;60;21,21;33,44;0,19;2,15;0;0;0,59;50;0,49;10,93;71,43;4,39;55,56;1,76;33,33;1,66;0,98;9,76;82;0;;0;;0;0;0;0;;;0,2;;;2,83;0,39;25;3,51;3;100
Vitinho;Athletico Paranaense;Athletico Paranaense;LAMF, LW;23;5000000;2026-06-30;16;922;1;2,28;0;0,39;22,02;45,85;Brazil;Brazil;direito;181;75;sim;6,66;5,8;53,7;4,08;39,47;0,75;0,98;0;2,79;3,64;1,4;2;0,2;1;0,1;4,19;0,1;0;0;0,25;0;0;23;2,47;47,83;0;0;1,29;41,67;1,07;50;0,21;0;0,11;4,08;60,53;9,67;47,78;3,22;2,9;0,64;17,61;2,26;1,61;22,77;84,43;4,51;66,67;7,3;94,12;5,69;86,79;20,73;88,08;0,86;50;15,95;11,58;0,04;0,43;0;0;0;0;0,11;1,61;73,33;1,93;72,22;0,21;100;1,4;0,54;3,01;82,14;0;;0;;0;0;0;0;;;0;;;0;0;0;0,21;0;0
J. Campaz;Grêmio;Grêmio;AMF;22;3000000;2025-12-31;16;921;2;2,75;0;1,59;21,99;42,67;Colombia;Colombia;esquerdo;165;65;sim;5,28;5,28;55,56;2,54;30,77;0,59;0,83;0,2;1,76;2,5;1,95;2;0,2;0;0;5,37;0,2;2;0,2;0,27;0;0;37;3,62;27,03;5,405;0;3,91;37,5;3,62;35,14;0,29;66,67;0,68;5,08;50;11,24;41,74;3,62;1,37;0,88;29,02;1,66;1,47;37,13;77,63;9,38;62,5;7,43;90,79;11,43;79,49;31,37;84,11;2,44;48;17,97;28,3;0,16;1,17;0,1;0,1;1,07;36,36;0,39;4,5;71,74;3,91;50;1,27;30,77;1,37;1,37;5,37;89,09;0;;0;;0;0;0;0;;;0,1;;;1,47;0,1;0;2,74;0;0
Gabriel Pirani;Cuiabá;Cuiabá;AMF, RWF, LW;20;3500000;2025-12-31;21;916;1;1,29;2;2,28;17,69;43,89;Brazil;Brazil;direito;170;64;sim;4,72;5,8;57,63;0,49;20;0,1;0,13;0;1,28;1,63;1,18;1;0,1;0;0;3,14;0,1;1;0,1;0,13;0;0;22;2,16;18,18;4,545;0,2;1,97;40;1,28;30,77;0,69;57,14;0,1;3,54;52,78;8,74;39,33;2,65;1,87;0,98;19,85;1,08;1,18;24,56;80,8;5,5;75;5,99;91,8;8,25;80,95;22,4;84,21;0,29;66,67;16,29;5,7;0,22;1,38;0;0;0,39;25;0,49;1,87;84,21;1,67;47,06;0,49;40;0,39;0,69;3,05;70,97;0;;0;;0;0;0;0;;;0;;;0,29;0;0;0,88;0;0
Renan Santos;Atlético GO;Atlético GO;GK;33;350000;2022-12-31;9;910;0;0;0;0;1,58;93,75;Brazil;Brazil, Bulgaria;direito;190;89;sim;1,88;0,3;66,67;0,99;100;0,1;0,13;0;1,58;2,11;0;1;0,1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,2;100;0;0;0;6,53;0,1;0,2;12,46;93,65;6,23;88,89;0;0;5,84;98,31;8,8;98,88;3,66;81,08;31,34;36,75;0;0;0;0;0;0;0;0,49;60;0,1;0;0;0;0;0;3,26;90,91;13;1,29;56;5,54;1;76,79;12,27;1,21;-0,73;-0,072;0;2,27;0,99;;;;0;0;0
Fellipe Bastos;Goiás;Goiás;RCMF, DMF, LCMF;32;350000;2022-12-31;20;908;0;0,84;1;1,12;17,15;55,49;Brazil;Brazil;direito;178;76;sim;9,61;7,63;54,55;2,48;60;0,5;0,64;0,5;4,96;6,44;1,88;8;0,79;0;0;2,18;0;0;0;0,08;0;0;24;2,38;37,5;0;0,1;0,59;50;0,3;66,67;0,3;33,33;0;1,29;69,23;4,56;63,04;0,5;0,5;0,4;32,41;0,59;1,19;47,18;82,77;18,44;73,66;6,05;90,16;17,15;91,91;40,14;86,42;6,44;63,08;20,38;33,86;0,11;1,19;0,2;0;0,2;50;0,3;10,8;76,15;2,08;47,62;0,5;60;0,69;0,3;11,1;80,36;0;;0;;0;0;0;0;;;0,59;;;2,08;0,69;57,14;1,19;0;0
Edson Fernando;Atlético GO;Atlético GO;LCMF, RB, LDMF;24;500000;2023-06-30;25;907;0;0,29;0;0,35;18,26;55,43;Brazil;Brazil;direito;178;71;sim;8,24;5,76;56,9;3,08;38,71;0,89;1,22;0,3;4,07;5,57;1,39;4;0,4;0;0;1,79;0;0;0;0,03;0;0;2;0,2;0;0;0;0,89;11,11;0,3;0;0,6;16,67;0,3;2,08;76,19;6,15;56,45;0,69;0,79;0,5;25,8;0,79;2,58;37,51;91,8;11,81;89,08;5,46;98,18;14,39;92,41;35,33;94,1;1,39;78,57;16,42;10,63;0,03;0,1;0;0;0,2;50;0;4,96;94;1,29;46,15;0,3;0;0,4;0,2;5,26;83,02;0;;0;;0;0;0;0;;;0,69;;;0,2;0;0;0,3;0;0
Natanael;Coritiba;Coritiba;RB;20;2000000;2025-12-31;16;906;0;0,01;2;0,56;19,27;50;Brazil;Brazil;direito;172;70;sim;11,03;9,54;62,5;2,28;39,13;0,7;0,79;0,4;4,37;4,96;0,99;2;0,2;0;0;2,19;0;0;0;0;0;0;2;0,2;0;0;0,2;3,28;36,36;0;0;3,28;36,36;0,3;2,19;40,91;5,07;41,18;0,89;0,79;0,7;18,68;1,19;1,39;29,11;78,5;11,72;77,97;4,17;97,62;6,75;72,06;24,14;86,42;1,79;50;19,38;15,35;0,06;0,4;0,1;0;0,1;100;0,4;2,38;83,33;2,19;50;0;0;0,2;1,19;5,96;65;0;;0;;0;0;0;0;;;0,6;;;0;0;0;0;0;0
Zé Ivaldo;Cruzeiro;Cruzeiro;RCB, LCB;25;2500000;2023-12-31;14;905;0;0,29;0;0,17;11,82;57,66;Brazil;Brazil;direito;186;97;sim;7,99;6,5;52,46;2,02;47,37;0,21;0,28;0,32;4,37;5,72;2,02;6;0,6;0;0;1,17;0;0;0;0,03;0;0;3;0,32;66,67;0;0;0,96;11,11;0;0;0,96;11,11;0,11;0,85;87,5;1,81;70,59;0,64;1,28;0,21;37,49;1,81;1,07;49,63;85,62;19,07;77,65;3,09;96,55;23,64;90,54;40,47;92,63;8,52;57,5;22,08;35,68;0,02;0,21;0;0;0,11;100;0,11;11,08;75,96;1,17;27,27;0,21;0;0,11;0,11;11,61;84,4;0;;0;;0;0;0;0;;;1,81;;;0;0;0;0;0;0
Klaus;Atlético GO;Atlético GO;LCB, RCB;28;350000;2023-12-31;11;902;0;0,51;0;0;10,28;69,9;Brazil;Brazil;direito;187;79;sim;10,08;5,19;80,77;3,09;61,29;0,1;0,14;0,5;5,79;8,33;0,6;1;0,1;0;0;0,1;0;0;0;0,05;0;0;6;0,6;0;0;0;0;0;0;0;0;0;0;0,1;0;0,5;20;0,9;0,7;0;26,84;0,2;0,2;39,81;88,97;14,87;77,85;1,4;100;21,65;96,77;37,62;91,51;2,2;45,45;19,64;32,23;0;0;0;0;0,1;100;0;3,99;70;0,2;0;0;0;0,1;0;5,79;67,24;0;;0;;0;0;0;0;;;1,1;;;0;0;0;0;0;0
Marçal;Botafogo;Botafogo;LB;33;1500000;2024-12-31;10;901;1;0,38;1;2,3;16,18;54,32;Brazil;Brazil;esquerdo;178;72;sim;9,89;6,69;59,7;3;63,33;0,5;0,74;0,2;5,39;7,94;1,4;3;0,3;0;0;3,1;0,1;1;0,1;0,04;0;0;7;0,7;57,14;14,286;0,1;2,8;57,14;2,8;57,14;0;0;0,3;1,4;71,43;3,8;39,47;1,2;1;0,2;30,97;1,4;0,8;44,95;83,56;16,38;74,39;7,69;93,51;13,68;85,4;37,36;89,04;4,99;58;18,19;33,73;0,23;2,4;0,1;0;0,2;50;0,3;5,39;74,07;3;50;0,4;0;0,3;1,5;10,29;72,82;0;;0;;0;0;0;0;;;0,4;;;2;0;0;3,7;0;0
Anderson Leite;Juventude;Juventude;RCMF;29;500000;;11;899;0;0,39;1;0,45;14,24;52,34;Brazil;Brazil;direito;183;79;sim;8,79;7,01;61,9;2,56;60,87;0,22;0,25;0,56;4,23;4,83;1,67;2;0,2;0;0;1,33;0;0;0;0,04;0;0;7;0,78;28,57;0;0,11;1,11;50;0;0;1;55,56;0,11;0,56;60;2,45;36,36;1,45;0,78;0,67;30,37;0,44;0,56;38,49;85,84;11,68;80,95;5,9;84,91;14,35;89,92;35,93;88,24;1,45;53,85;17,4;34,91;0,05;0,89;0;0;0,44;50;0,33;5,12;84,78;1,11;80;0,44;50;0,22;0,56;6,67;76,67;0;;0;;0;0;0;0;;;0;;;0;0;0;0;0;0
Brenno;Grêmio;Grêmio;GK;23;5500000;2024-12-31;9;898;0;0;0;0;1,3;84,62;Brazil;Brazil;direito;188;75;sim;0,9;0,1;100;1;80;0;0;0;0,8;1,12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,1;100;0;0;0;5,41;0;0,1;10,62;83,02;6,41;71,88;0;0;3,91;100;6,51;96,92;4,11;60,98;35,11;46,8;0;0;0;0;0;0;0;0,7;57,14;0;0;0;0;0;0;3,81;65,79;14;1,4;41;4,11;2;65,85;12,11;1,21;-1,89;-0,189;0;1,7;1;;;;0;0;0
Nicolas;Goiás;Goiás;CF;32;450000;2023-12-31;20;896;3;1,81;1;0,64;35,06;33,24;Brazil;Brazil;direito;180;77;sim;3,82;3,62;41,67;15,67;34,62;0,2;0,26;0,2;2,11;2,75;2,11;0;0;0;0;1,21;0,3;3;0,3;0,18;1;0,1;17;1,71;35,29;17,647;0,1;0,2;50;0,2;50;0;0;0;1,21;41,67;10,65;28,3;3,42;0,3;0;10,55;2,21;1,71;17,48;75,86;4,22;61,9;5,63;85,71;4,22;83,33;16,47;77,44;0,8;50;15,11;9,51;0,06;0,9;0,1;0;0,1;0;0,7;1,1;63,64;1,1;63,64;0,3;33,33;0,6;0,1;1,51;33,33;0;;0;;0;0;0;0;;;0;;;0;0;0;0;0;0
Natanael;Avaí;Avaí;LB, LW, LWF;31;1300000;;13;894;0;0,95;3;1,47;13,79;45,99;Brazil;Brazil, Bulgaria;esquerdo;168;65;sim;6,85;5,64;57,14;1,21;41,67;0,4;0,6;0,1;3,22;4,8;1,31;0;0;0;0;3,62;0;0;0;0,1;0;0;14;1,41;14,29;0;0,3;5,74;33,33;5,44;33,33;0,3;33,33;0,7;2,42;58,33;5,44;42,59;1,51;1,21;0,4;20,03;1,31;0,81;28,09;68,46;7,35;61,64;4,03;87,5;12,38;69,92;19,43;82,9;3,22;40,63;23,02;34,55;0,15;1,11;0;0,1;0,2;50;0,81;2,52;56;4,53;40;0,6;16,67;0,4;2,01;5,44;74,07;0;;0;;0;0;0;0;;;0,2;;;1,11;0,3;33,33;2,21;0;0
K. Osorio;Cuiabá;Cuiabá;LCMF, LWB, LB;28;1000000;2023-12-31;14;873;0;0,63;0;1,03;15,88;50;Colombia;Colombia;esquerdo;181;74;sim;7,22;6,49;49,21;3,61;60;0,72;0,83;0;3,3;3,79;1,44;1;0,1;0;0;2,47;0;0;0;0,06;0;0;9;0,93;11,11;0;0;4,02;43,59;3,71;38,89;0,21;100;0,31;1,03;50;3,61;48,57;1,13;1,65;0,1;23,2;2,27;0,41;32,89;77,74;9,69;71,28;6,49;92,06;10,93;75,47;27,11;84,41;1,86;55,56;18,62;32,46;0,11;1,44;0;0;0,31;33,33;0,41;3,61;60;3,81;51,35;0,41;25;1,03;1,55;6,7;83,08;0;;0;;0;0;0;0;;;0,1;;;1,03;0,1;0;1,96;0;0
